Annual_Rainfall,Monsoon_Intensity,Cloud_Coverage,Humidity,Temperature,River_Discharge,Soil_Moisture,Drainage_Coefficient,Elevation,Deforestation_Rate,Summer_Rainfall,Winter_Rainfall,Pre_Monsoon_Rainfall,Post_Monsoon_Rainfall,Flood
2723.36,1.86,48.49,78.87,42.21,402.7,80.65,0.792,202.35,14.43,1449.42,438.91,202.55,632.47,0
2223.42,3.73,63.65,31.06,35.95,4614.5,1.02,0.46,465.99,40.47,1214.35,132.33,170.53,706.21,1
3025.49,9.29,18.07,97.29,42.79,302.32,28.78,0.555,20.59,3.41,1129.66,589.08,174.03,1132.71,1
919.32,0.62,40.36,85.68,39.34,2422.66,3.06,0.68,341.79,14.01,458.39,45.97,84.59,330.37,0
2885.8,0.92,18.07,36.36,39.86,3629.02,9.41,0.919,425.51,1.96,947.99,285.16,322.68,1329.97,0
1104.88,1.63,96.54,34.89,32.09,1996.57,21.88,0.737,479.62,0.69,339.16,167.88,142.4,455.45,0
990.97,5.95,82.65,30.05,24.18,1125.31,50.36,0.141,88.82,17.67,460.41,56.26,129.85,344.45,0
992.8,1.5,51.37,31.07,21.53,3807.5,84.75,0.855,265.65,9.74,364.67,62.05,148.17,417.91,0
2943.72,9.68,30.12,79.85,24.82,3932.26,86.2,0.99,21.79,13.42,952.81,181.05,173.02,1636.85,1
2495.59,4.47,94.01,57.57,33.85,4617.34,61.62,0.525,249.59,41.05,1295.08,342.46,247.85,610.2,1
2069.2,5.02,41.01,82.63,20.18,1912.02,92.82,0.973,62.73,8.15,929.88,381.54,211.34,546.44,1
1576.49,2.47,24.49,79.7,22.76,2555.95,50.01,0.593,418.95,39.01,849.54,210.17,205.66,311.12,0
3131.6,4.71,60.68,68.37,29.04,1847.49,88.9,0.514,56.94,33.75,1563.24,440.1,239.99,888.26,1
1677.34,6.62,94.94,74.91,21.99,1322.56,45.41,0.398,256.64,16.32,870.44,170.92,95.5,540.47,1
2949.8,7.51,10.34,21.47,32.66,3767.61,27.72,0.692,260.55,27.33,1156.94,155.78,240.04,1397.04,1
1817.4,7.54,31.43,44.94,42.7,1731.28,91.64,0.307,485.83,22.22,688.77,96.76,269.69,762.19,1
1630.83,5.78,94.46,71.03,37.44,2169.34,38.79,0.194,327.49,6.42,783.23,298.84,228.23,320.54,1
1888.04,9.04,25.4,20.75,34.99,2048.18,50.34,0.125,143.92,45.36,679.74,123.45,169.03,915.82,1
1404.13,8.17,20.19,22.64,32.48,3577.67,32.89,0.363,120.4,28.48,764.72,280.78,193.25,165.38,1
2742.83,7.57,61.32,88.15,29.64,4593.09,66.28,0.456,64.12,44.01,1253.13,204.79,146.13,1138.78,1
2008.16,0.56,87.57,74.72,20.6,3350.44,99.5,0.597,378.26,41.19,739.2,303.62,163.51,801.83,1
1196.64,0.07,52.94,41.23,41.84,2384.33,2.55,0.363,345.38,3.99,583.42,230.17,146.8,236.25,0
3198.72,2.12,99.51,75.04,22.46,3907.07,89.98,0.986,304.94,10.36,1866.49,333.77,230.77,767.7,1
1651.67,6.64,71.13,83.4,17.74,3222.81,0.39,0.363,20.42,7.26,536.18,264.54,115.35,735.6,1
2130.66,4.11,16.67,44.54,37.5,350.02,36.42,0.497,381.41,41.54,709.09,218.67,290.15,912.75,0
3219.42,4.02,99.35,22.88,20.27,523.53,16.86,0.193,320.94,43.12,1780.83,308.23,359.27,771.09,1
2372.71,8.85,46.71,94.62,26.16,237.69,75.73,0.335,481.94,26.4,789.82,190.46,353.3,1039.13,1
850.69,8.96,35.87,47.61,15.85,2311.24,5.06,0.143,293.6,5.21,265.26,147.29,53.99,384.16,0
3319.5,9.09,60.21,28.52,19.11,4137.97,55.35,0.604,151.98,6.78,1342.34,294.13,284.19,1398.84,1
2383.12,3.14,37.39,59.35,20.2,1599.76,29.49,0.776,190.76,40.68,1048.6,220.38,193.32,920.82,0
1504.72,6.91,17.78,81.48,16.63,1951.59,13.37,0.276,87.92,46.46,708.47,300.71,207.67,287.86,0
917.82,2.72,10.13,37.73,34.7,4551.91,77.18,0.431,361.46,9.97,415.03,90.95,69.32,342.51,0
2882.08,1.91,50.46,41.56,40.11,4192.67,21.74,0.115,353.86,0.56,1654.18,326.87,245.97,655.04,1
2360.22,1.85,85.32,39.42,26.2,3341.99,22.37,0.856,100.33,16.55,1252.33,468.52,151.72,487.64,1
2100.38,3.42,61.51,99.33,41.24,1370.68,27.51,0.802,79.24,1.52,1250.03,221.37,267.88,361.1,0
3181.68,4.3,99.93,35.79,21.4,629.36,58.68,0.157,38.5,41.4,1409.28,333.83,234.71,1203.85,1
2865.79,8.31,35.82,66.04,24.76,129.49,65.97,0.428,455.99,24.58,932.24,499.1,162.87,1271.59,1
955.02,1.2,35.24,94.02,19.52,579.7,1.76,0.96,116.53,32.09,560.27,92.44,89.31,213.01,0
1435.17,7.35,24.38,31.75,33.62,1498.35,24.19,0.453,172.08,20.57,432.32,122.09,127.94,752.82,0
1245.47,5.31,24.77,97.67,27.6,2781.36,43.1,0.574,140.25,17.28,663.62,141.34,84.39,356.11,0
2731.84,2.88,35.67,95.8,33.4,366.8,33.2,0.42,206.81,11.11,845.19,423.7,173.09,1289.86,0
600.6,4.93,81.36,90.77,37.85,724.33,88.42,0.637,357.02,38.53,317.33,33.93,83.88,165.46,0
2209.67,3.0,91.52,37.16,31.37,946.35,78.77,0.98,435.3,34.78,1284.66,234.42,125.47,565.12,1
2787.38,5.96,97.76,70.72,33.83,3178.31,62.59,0.998,91.3,18.04,1161.72,284.14,167.05,1174.47,1
3130.3,4.34,30.91,80.87,43.06,3098.16,33.8,0.797,343.21,16.06,1165.38,271.47,233.22,1460.23,1
1526.25,1.64,89.32,98.88,23.97,2776.29,70.07,0.464,176.28,0.06,561.48,226.1,221.74,516.92,0
2963.77,1.17,39.54,34.43,25.77,1289.98,84.36,0.545,490.26,3.18,1326.33,277.11,173.49,1186.84,0
831.9,5.47,20.16,81.28,36.53,1887.04,59.48,0.421,149.46,31.16,292.22,117.31,109.48,312.89,0
3039.36,9.02,88.3,47.1,33.34,528.61,78.45,0.987,3.6,25.73,1525.38,381.9,423.09,708.98,1
882.47,3.44,67.25,34.05,20.36,1170.98,74.91,0.737,257.82,21.74,362.26,72.87,77.47,369.87,0
1691.86,7.33,24.83,53.71,26.28,4493.64,57.17,0.504,75.37,41.38,671.56,152.24,134.32,733.75,1
2891.89,6.59,48.68,83.51,29.04,4899.47,31.22,0.111,22.25,25.19,1267.76,218.6,340.48,1065.04,1
949.75,9.32,35.85,57.19,27.58,3255.91,74.58,0.568,349.13,19.22,439.52,55.56,114.22,340.45,1
1187.75,8.21,76.31,63.0,20.35,4588.28,20.68,0.986,366.13,8.06,406.9,169.7,152.03,459.12,1
2666.76,5.67,50.81,99.61,42.73,3231.57,77.95,0.571,230.35,41.03,1366.26,402.46,354.83,543.21,1
2660.11,6.57,99.04,51.93,37.87,214.32,80.45,0.264,338.44,28.81,1502.65,199.24,204.4,753.81,1
2423.44,8.98,14.93,69.23,29.44,4983.97,82.21,0.12,269.12,4.62,929.14,344.88,287.65,861.77,1
2581.85,4.0,41.95,49.22,35.4,539.81,47.29,0.419,314.9,32.44,914.28,509.43,163.92,994.22,0
2128.17,3.27,53.37,51.42,41.92,3429.08,19.25,0.926,298.35,21.25,1124.0,130.16,215.1,658.91,0
1255.4,0.11,55.28,75.65,19.09,1301.54,9.97,0.997,332.91,40.57,445.74,155.11,139.71,514.83,0
1537.09,8.27,38.43,95.03,22.51,1990.31,74.34,0.951,99.82,45.95,480.15,245.87,101.71,709.36,1
1044.79,8.01,75.63,63.39,31.28,3247.37,88.63,0.756,134.35,30.02,507.53,59.45,60.23,417.58,1
3225.35,1.04,88.73,81.47,38.97,2210.61,65.08,0.602,219.98,36.58,1199.59,537.8,224.08,1263.88,1
2250.18,5.77,94.48,27.14,16.09,1290.2,14.42,0.632,223.06,2.83,791.03,443.12,207.15,808.87,0
1702.55,4.64,82.46,36.89,44.52,1705.51,93.49,0.585,387.21,28.01,1012.14,107.73,236.29,346.4,0
1886.02,1.19,86.55,60.17,28.65,1740.66,98.91,0.736,183.7,37.77,730.94,326.91,194.62,633.54,0
3341.85,9.81,59.55,21.6,25.78,4798.65,43.34,0.477,81.25,24.84,1908.31,356.87,417.23,659.45,1
960.05,2.15,84.33,40.23,23.78,4003.13,59.48,0.702,125.73,29.68,339.35,68.76,64.72,487.23,0
2258.69,0.67,37.32,61.39,20.23,2319.82,77.72,0.209,107.37,44.95,1232.55,280.03,136.87,609.24,0
2017.67,5.95,45.86,21.2,38.75,1039.11,73.64,0.339,365.83,9.9,909.17,122.53,149.23,836.74,0
2334.36,7.39,38.52,41.16,43.66,4064.53,96.78,0.852,235.17,4.91,755.35,299.53,189.99,1089.49,1
554.33,0.32,52.06,61.12,27.41,828.05,11.49,0.913,354.32,34.53,288.3,29.33,58.1,178.61,0
3116.37,6.59,35.7,65.85,43.57,1091.79,58.07,0.585,208.11,41.14,1768.92,496.41,430.45,420.59,1
3296.35,5.32,96.55,94.06,39.71,1861.77,69.19,0.128,444.87,42.52,1150.12,406.1,305.27,1434.87,1
2195.4,1.03,38.16,71.63,29.43,4407.72,89.01,0.934,491.76,32.08,1136.51,260.9,223.67,574.32,1
2589.95,1.73,18.82,53.18,35.22,702.34,87.41,0.732,334.92,41.66,1122.79,205.72,130.69,1130.76,0
3267.5,5.68,57.41,94.43,28.05,655.06,97.8,0.473,431.91,35.03,1719.23,340.44,174.26,1033.57,1
2621.72,2.96,15.14,82.79,31.76,2495.18,51.21,0.639,253.97,4.37,1348.03,202.61,153.05,918.03,0
957.62,9.38,19.95,36.0,16.74,1418.23,83.08,0.487,467.31,38.1,294.93,153.51,114.82,394.36,1
2228.87,8.19,29.75,30.47,35.89,2865.2,42.73,0.519,415.79,8.97,788.16,177.98,219.81,1042.91,1
2320.15,9.84,51.79,74.06,16.58,2285.6,42.23,0.898,495.89,11.83,1023.9,330.65,160.78,804.82,1
1772.39,2.6,48.99,64.79,39.51,2203.05,25.33,0.245,311.55,19.73,1028.13,162.96,193.65,387.66,0
2709.33,9.7,81.97,83.17,39.75,604.27,81.82,0.193,389.6,15.73,1090.84,402.46,283.02,933.01,1
3303.1,4.31,76.55,79.1,22.11,748.2,98.58,0.102,271.43,16.08,1614.1,432.93,194.49,1061.58,1
3276.71,3.48,48.37,70.02,24.71,4114.34,25.63,0.383,129.56,8.46,994.89,371.96,373.68,1536.18,1
1852.52,0.5,40.03,98.91,29.44,4435.12,5.61,0.233,177.38,14.69,950.97,279.64,234.74,387.17,0
839.71,0.53,38.48,62.69,32.9,1211.68,81.55,0.298,447.0,0.98,403.84,94.35,66.05,275.48,0
3454.52,6.92,79.66,29.05,23.62,611.63,62.02,0.11,27.97,23.65,1777.76,598.34,410.22,668.2,1
3016.69,4.58,14.69,86.26,32.77,314.41,95.97,0.304,295.74,38.43,1723.73,480.98,211.08,600.9,1
873.99,2.27,11.15,40.15,23.93,3061.07,25.22,0.399,186.24,43.11,300.61,114.58,109.84,348.97,0
3262.53,6.14,81.6,82.18,16.66,3591.0,7.1,0.128,193.35,41.02,1234.79,592.34,460.59,974.8,1
3109.69,2.53,52.94,96.57,15.08,1895.41,49.24,0.647,442.29,20.82,1861.88,542.11,292.89,412.81,1
2056.51,5.78,21.78,75.74,18.03,3414.4,8.55,0.612,426.91,36.52,713.37,266.89,153.13,923.12,0
2273.83,3.59,31.2,67.68,38.77,3579.15,26.18,0.187,299.42,14.39,1173.72,137.04,204.46,758.61,1
1697.01,8.24,93.93,56.83,43.84,4679.94,12.6,0.636,136.46,2.78,878.24,228.93,127.29,462.55,1
664.28,8.21,87.36,49.15,27.81,371.12,22.41,0.999,237.73,33.8,335.4,68.61,33.3,226.98,0
1505.59,4.77,73.88,48.24,30.38,1001.84,10.61,0.95,204.15,32.44,554.41,197.26,173.21,580.71,0
2908.56,3.51,53.4,70.91,19.41,389.2,95.39,0.102,176.81,40.08,1060.29,427.76,157.8,1262.72,1
513.9,3.63,56.83,80.1,31.53,4346.57,27.86,0.816,51.39,30.81,256.9,75.4,36.51,145.09,0
1500.5,8.06,97.77,74.28,19.34,3973.31,44.39,0.418,271.56,7.84,533.99,226.62,183.43,556.46,1
1694.51,3.28,96.92,35.87,33.34,2894.48,89.86,0.157,150.92,42.66,844.66,257.38,197.53,394.94,1
2112.19,2.09,29.37,59.52,43.0,464.13,67.73,0.366,330.4,31.36,945.75,140.23,121.1,905.11,0
3259.57,0.85,83.0,83.33,20.87,1402.9,61.8,0.39,159.6,40.38,1355.94,256.71,378.13,1268.78,1
1539.04,4.67,27.75,58.06,37.94,1523.71,70.56,0.571,215.58,38.71,600.33,222.52,220.17,496.02,0
1540.86,4.82,29.22,62.93,15.71,2825.68,82.88,0.695,26.18,14.89,900.28,171.38,88.52,380.67,1
2712.5,8.41,70.85,81.69,26.26,1327.32,87.77,0.774,496.27,3.73,1227.21,446.01,248.38,790.9,1
1856.65,2.21,46.45,72.9,18.32,411.15,64.26,0.321,253.81,8.83,869.61,127.62,228.26,631.16,0
1173.81,3.81,93.84,52.75,25.57,3667.27,89.0,0.39,12.12,4.64,686.42,92.41,137.07,257.91,0
1857.32,8.08,18.01,91.63,20.21,1530.45,53.54,0.378,270.62,12.17,921.53,248.45,134.94,552.4,0
922.57,8.24,56.04,33.01,26.2,2289.25,27.73,0.426,435.18,22.98,541.88,115.42,61.17,204.1,0
1029.16,3.85,92.67,99.64,27.53,681.95,88.01,1.0,386.28,45.34,341.59,92.58,132.17,462.82,0
1995.1,4.59,91.37,29.51,24.02,4022.61,54.15,0.8,350.45,43.6,1105.27,221.96,290.54,377.34,1
1756.78,3.03,24.09,21.2,34.7,2849.38,90.61,0.977,69.73,35.93,703.81,97.06,222.69,733.23,1
3244.54,9.33,43.0,91.2,42.57,4512.85,4.02,0.724,328.87,1.21,1762.26,180.25,474.74,827.28,1
1587.18,1.19,65.72,39.6,27.02,2502.58,39.75,0.466,383.15,17.07,883.57,101.96,175.38,426.27,0
2241.77,9.34,24.35,78.38,20.77,4710.06,94.78,0.451,286.21,34.12,855.11,306.04,320.37,760.24,1
2396.79,6.84,97.12,84.88,23.12,4464.75,24.97,0.54,446.37,6.45,1013.0,430.36,285.32,668.11,1
539.28,5.32,92.33,88.72,40.62,2903.48,94.15,0.475,138.49,40.05,279.24,48.01,75.98,136.05,1
2490.61,0.33,25.03,99.33,32.15,4672.77,95.39,0.845,121.07,45.73,821.2,137.21,164.78,1367.43,1
1034.11,4.76,20.9,43.52,28.65,1649.29,88.21,0.519,434.78,17.71,544.62,161.62,136.04,191.82,0
3383.21,4.08,17.69,76.82,19.49,1859.93,56.37,0.366,312.7,35.29,1127.09,603.24,235.72,1417.16,1
945.99,1.61,91.85,29.23,28.49,275.12,64.69,0.797,0.72,7.41,543.32,66.91,49.89,285.87,0
1743.87,6.56,27.43,52.54,23.35,2966.54,86.96,0.869,176.57,34.54,667.73,188.1,177.45,710.59,1
756.05,9.71,47.47,87.84,43.29,3623.52,77.59,0.478,428.93,1.07,357.37,55.8,61.86,281.01,1
3490.62,5.62,50.4,49.41,41.52,3878.92,63.01,0.701,13.66,7.54,1169.87,230.22,189.73,1900.81,1
2006.59,7.15,63.91,67.29,17.52,791.59,98.23,0.153,1.62,35.49,764.2,295.42,297.04,649.93,1
2286.16,0.68,16.46,60.3,30.5,2248.59,68.57,0.577,140.63,35.59,962.9,446.1,266.67,610.49,0
701.23,4.18,30.41,71.68,21.75,925.47,97.55,0.14,457.0,32.06,312.83,106.39,98.3,183.71,0
2749.88,1.16,93.83,97.83,27.32,3327.53,5.74,0.126,450.74,23.87,825.02,543.71,412.23,968.92,1
1129.72,6.13,91.76,24.46,41.31,831.83,13.9,0.652,259.38,33.75,640.09,130.1,100.77,258.76,0
3194.16,9.38,80.32,65.92,30.83,4525.61,45.15,0.373,276.62,38.69,965.6,589.9,241.08,1397.58,1
1115.42,6.62,11.75,89.04,25.03,1191.64,38.49,0.768,166.0,48.32,593.52,90.08,76.28,355.53,0
1072.06,0.77,39.43,58.51,21.24,1492.44,78.27,0.906,121.87,44.43,472.97,72.56,108.83,417.7,0
609.65,3.55,66.52,26.28,39.01,4261.99,16.06,0.225,407.61,39.73,278.71,94.73,67.43,168.78,0
1916.2,5.51,34.77,64.84,33.74,2319.41,97.61,0.752,53.15,34.74,694.58,202.56,186.34,832.72,1
2194.52,4.03,91.86,46.57,29.04,168.78,31.51,0.563,243.68,28.71,1058.22,214.3,194.71,727.29,0
697.13,8.34,67.05,32.4,21.52,2498.2,42.89,0.201,317.2,6.03,321.49,105.05,46.59,223.99,0
2826.58,8.15,16.47,87.92,25.03,468.49,27.47,0.686,51.84,8.28,987.24,282.72,266.22,1290.39,1
1859.87,6.12,91.81,61.73,43.8,4927.46,57.94,0.649,259.8,41.01,690.82,252.73,108.85,807.47,1
2073.17,3.73,96.2,94.66,30.6,2961.15,5.86,0.564,288.76,40.17,663.56,196.78,283.0,929.83,1
1822.29,2.55,16.99,84.48,27.02,1319.84,14.97,0.934,371.25,30.72,582.92,305.35,99.66,834.35,0
1702.29,1.06,57.91,75.44,30.64,2840.4,74.58,0.569,117.42,21.94,517.72,164.88,149.91,869.78,0
2178.92,3.55,37.3,20.4,38.37,430.49,18.65,0.991,146.66,1.3,797.8,283.8,130.77,966.56,0
965.72,4.13,45.36,54.23,25.2,4009.46,23.55,0.558,284.76,16.36,486.63,51.64,123.13,304.32,0
1045.78,6.76,26.17,35.8,20.36,4630.37,79.3,0.204,491.56,21.03,412.94,176.49,84.99,371.36,1
3085.36,6.58,62.03,92.86,32.55,4378.5,9.33,0.523,108.75,24.29,1242.84,441.36,189.16,1211.99,1
3338.35,0.7,96.22,33.97,34.96,1741.7,43.75,0.264,492.95,46.47,1133.61,263.18,344.35,1597.21,0
1619.93,3.95,55.28,42.88,36.38,1662.55,2.31,0.637,357.17,5.44,765.64,133.33,229.43,491.53,0
1312.23,1.82,17.46,61.35,41.46,223.68,34.68,0.724,413.04,25.94,528.36,117.28,184.85,481.75,0
2432.0,1.57,65.8,41.07,26.14,3274.43,69.9,0.522,44.82,18.4,1223.04,331.92,182.32,694.73,1
1726.2,8.27,40.62,36.79,17.26,2697.78,9.01,0.188,150.21,49.5,901.83,228.29,210.54,385.55,1
576.16,0.42,87.03,67.93,43.75,2323.76,88.83,0.522,28.87,43.09,273.91,52.48,30.55,219.22,0
968.46,4.19,49.12,27.11,28.05,4542.77,90.95,0.173,185.77,21.94,370.75,149.25,61.19,387.27,1
2647.92,1.68,27.36,24.65,33.7,881.0,10.5,0.714,490.64,49.98,1198.4,485.51,264.65,699.35,0
2476.77,8.79,27.2,49.78,34.99,97.85,99.07,0.811,52.64,25.7,930.22,140.01,180.5,1226.05,1
581.29,5.57,79.19,77.65,31.4,412.92,29.75,0.966,281.19,8.36,331.84,65.44,75.47,108.54,0
1165.92,2.31,33.9,64.38,21.16,1155.69,8.41,0.234,3.04,27.79,617.84,162.1,166.85,219.13,0
1193.22,5.02,79.05,53.83,37.65,214.76,0.51,0.579,356.34,11.31,534.45,164.62,60.18,433.98,0
2515.68,7.31,28.53,65.26,39.11,2539.08,40.85,0.611,98.6,31.82,1483.34,133.16,184.38,714.81,1
559.13,9.58,38.95,49.24,31.59,1604.75,62.98,0.93,64.79,46.87,259.45,45.62,52.53,201.53,0
812.33,2.2,51.89,94.89,29.66,943.39,33.22,0.665,168.51,39.31,323.76,48.15,86.36,354.06,0
2899.75,8.86,94.89,24.39,18.42,3762.92,83.67,0.231,385.52,13.66,952.97,392.47,410.58,1143.73,1
1035.63,9.34,93.86,73.87,17.52,1062.03,71.66,0.493,53.31,14.84,479.63,152.04,144.15,259.82,1
2458.24,9.16,28.62,91.3,25.19,3453.65,35.02,0.689,114.92,3.46,1372.0,181.81,279.54,624.88,1
1214.55,6.35,42.24,84.31,24.33,1778.86,73.43,0.73,4.23,14.29,680.17,121.4,91.99,321.0,1
798.32,6.3,23.45,34.72,43.61,2583.55,94.05,0.877,484.21,4.63,384.29,79.41,102.45,232.18,0
1229.52,4.03,55.9,43.67,38.51,4672.64,9.31,0.262,296.07,24.97,513.98,212.67,86.39,416.48,1
2666.8,7.52,51.45,77.36,34.8,234.89,30.61,0.956,359.95,35.42,1320.3,211.21,390.73,744.56,1
3067.09,5.31,91.07,26.74,30.53,2526.31,46.33,0.153,325.69,37.56,1621.39,405.61,155.15,884.94,1
2990.66,6.77,93.7,84.95,20.02,4279.39,49.8,0.985,72.18,2.98,1266.51,500.76,319.93,903.46,1
1691.55,4.28,44.52,77.51,44.35,2960.47,54.22,0.872,297.47,17.0,749.15,295.07,99.53,547.8,0
2504.26,7.31,54.26,78.37,26.25,1420.51,30.06,0.694,65.71,14.41,1262.61,375.6,227.29,638.76,1
1114.95,8.24,90.66,28.02,18.21,2018.52,66.73,0.761,200.62,5.22,627.71,105.84,126.54,254.86,1
1379.44,1.46,82.6,77.42,29.81,3417.31,64.51,0.165,284.48,18.12,741.18,239.27,164.1,234.89,0
3189.01,8.33,10.33,74.39,41.22,4459.52,57.78,0.137,279.44,14.97,978.12,514.47,409.97,1286.45,1
539.01,5.4,38.81,86.47,41.62,253.28,11.38,0.192,59.54,31.72,181.81,83.91,58.93,214.35,0
756.53,8.45,47.96,23.33,15.33,404.12,47.7,0.179,17.22,44.17,420.5,45.47,56.84,233.72,0
1123.66,4.31,30.67,21.85,41.59,1659.01,35.62,0.593,399.12,22.74,618.18,63.48,156.1,285.9,0
579.6,3.79,27.96,49.84,23.14,1202.26,49.1,0.294,362.96,37.33,241.48,89.43,75.99,172.69,0
1044.31,9.15,13.4,31.9,16.17,1361.41,92.19,0.874,40.91,7.3,496.34,200.21,68.93,278.82,0
2249.12,2.51,67.9,64.67,40.43,1145.29,48.05,0.501,63.71,44.75,1285.94,373.49,298.35,291.34,0
1764.27,8.44,33.63,93.39,40.92,1019.33,1.4,0.726,446.29,7.63,1011.75,308.26,259.81,184.45,0
3178.02,4.84,14.71,51.32,32.89,696.59,43.88,0.688,384.56,9.61,1700.01,418.7,361.41,697.9,0
2952.33,5.14,30.79,87.6,32.23,4673.07,82.06,0.388,498.08,5.32,1071.33,282.5,230.81,1367.68,1
1525.45,3.08,82.17,20.02,39.39,763.74,78.01,0.319,126.99,15.48,791.84,231.35,168.81,333.46,0
1278.27,5.73,86.63,33.48,38.59,1061.8,51.34,0.408,243.9,27.62,422.25,200.43,107.7,547.89,0
1639.08,3.25,53.48,22.43,41.7,1269.02,24.98,0.817,118.23,49.4,931.29,248.0,192.75,267.04,0
2270.88,0.39,47.45,46.25,31.58,4668.42,46.51,0.628,311.4,39.67,782.88,436.02,237.26,814.72,1
1304.19,2.72,98.01,92.66,44.03,3790.78,56.37,0.328,57.71,19.02,650.41,137.04,186.43,330.31,1
2372.45,0.06,28.05,27.76,44.88,3959.01,99.99,0.836,63.62,28.79,1146.06,132.74,265.22,828.43,1
1728.23,9.78,29.38,68.51,18.5,568.55,64.42,0.149,35.94,31.17,921.27,321.91,123.39,361.66,1
2156.14,9.66,36.27,56.12,40.49,4189.73,69.43,0.729,346.79,41.14,1003.63,159.72,264.15,728.65,1
1808.38,3.95,25.55,95.08,29.99,2070.56,49.15,0.495,247.04,36.82,574.83,279.57,144.83,809.15,0
1383.4,7.28,44.14,29.8,26.63,1350.97,35.45,0.758,308.87,28.46,707.96,250.37,106.85,318.22,0
3345.36,3.46,91.98,36.96,33.39,2899.96,81.3,0.935,439.65,33.46,1388.14,322.9,298.33,1335.99,1
2790.82,6.71,65.38,22.36,16.68,4119.81,49.49,0.775,370.16,37.3,1105.4,487.17,142.89,1055.35,1
920.34,8.05,47.08,54.71,30.19,3904.33,99.47,0.498,230.86,6.66,549.9,91.86,135.21,143.37,1
3105.4,9.47,94.1,42.23,41.13,4455.49,45.71,0.236,492.18,10.02,1481.65,525.24,320.58,777.93,1
1962.29,4.0,14.36,89.59,21.4,4644.25,6.8,0.826,228.13,34.43,1007.08,118.67,249.9,586.65,1
3183.66,7.83,28.92,68.4,27.79,1228.7,68.26,0.515,56.23,42.52,1457.79,472.09,241.27,1012.5,1
2899.57,2.66,60.93,69.13,43.18,2148.1,4.66,0.168,496.33,20.46,1539.65,439.49,361.47,558.97,1
1775.64,9.9,65.4,62.55,27.86,122.41,25.05,0.747,11.41,48.99,933.32,219.67,189.49,433.16,1
567.41,0.26,13.56,27.35,25.75,4402.64,35.37,0.363,274.94,10.8,282.08,86.85,52.44,146.04,0
1306.03,6.04,46.27,55.6,28.22,815.13,73.95,0.144,154.55,20.83,782.73,246.16,192.07,85.07,0
2124.9,6.6,68.42,99.96,30.58,4314.3,49.42,0.912,251.78,18.93,930.58,340.15,211.18,642.99,1
2400.43,6.88,72.83,86.82,33.96,1680.47,2.86,0.535,279.36,46.51,1228.68,466.15,277.84,427.76,1
1273.66,1.2,67.43,91.48,39.02,1872.26,61.68,0.353,120.05,14.27,686.93,149.39,65.64,371.71,0
918.07,9.39,38.85,85.86,28.56,243.7,41.14,0.745,278.43,23.54,378.99,118.65,73.58,346.85,0
3004.79,1.81,18.42,28.24,39.52,1668.05,92.18,0.897,378.03,9.36,1313.55,269.11,417.27,1004.85,0
3453.21,6.23,48.44,38.2,31.01,4447.4,49.96,0.1,133.25,26.06,2039.98,683.18,434.74,295.3,1
2077.07,2.23,21.59,20.25,25.15,176.46,70.9,0.719,191.71,42.87,643.24,121.03,215.34,1097.46,0
1015.04,3.07,95.29,44.28,34.74,2061.32,21.89,0.79,134.12,15.2,406.61,105.35,142.12,360.95,0
1316.92,5.46,52.77,28.69,36.53,205.43,76.1,0.289,410.28,40.54,587.17,124.65,129.88,475.22,0
555.17,4.17,38.55,57.82,31.74,1886.07,72.1,0.541,362.49,45.57,166.8,59.95,59.21,269.22,0
3242.9,1.6,78.97,74.17,16.7,904.57,90.41,0.18,435.6,3.65,1847.6,608.55,286.07,500.67,1
853.25,1.71,54.82,89.96,20.1,1298.48,3.38,0.772,85.02,37.82,329.25,89.77,95.57,338.67,0
2229.55,4.18,37.9,79.94,23.56,4394.11,44.75,0.863,36.79,12.77,841.23,418.14,182.6,787.57,1
1322.17,7.57,83.08,95.09,23.48,2208.44,67.92,0.197,59.69,8.77,722.03,150.07,117.08,332.99,1
2162.53,8.98,88.04,24.31,35.2,1405.3,9.52,0.835,80.51,30.06,829.1,385.4,317.1,630.93,1
2454.26,0.84,70.57,20.97,15.55,2967.22,41.06,0.794,266.54,35.28,1220.47,314.79,150.03,768.97,0
2989.23,3.93,14.23,72.91,37.67,753.43,94.21,0.412,485.46,19.74,1633.47,289.07,180.92,885.77,1
1119.26,1.0,60.97,43.15,22.96,1333.99,43.59,0.721,178.62,1.96,601.88,131.4,60.81,325.17,0
532.99,0.17,78.7,40.28,24.3,2753.93,98.54,0.1,479.25,45.44,284.93,60.58,43.71,143.78,0
910.66,6.62,22.29,46.47,30.84,1225.74,5.68,0.939,19.1,36.54,297.41,81.04,81.8,450.41,0
3200.06,6.02,30.58,41.58,21.48,3411.68,71.78,0.595,463.44,13.58,1036.67,299.03,190.25,1674.1,1
3121.67,1.63,89.42,60.91,41.53,2482.88,58.1,0.658,90.58,24.84,1223.79,243.39,327.5,1326.98,1
2292.24,2.34,11.81,55.21,17.56,3871.35,50.05,0.698,456.24,1.39,712.39,230.14,248.32,1101.39,1
2301.55,0.24,77.75,60.99,28.33,4743.81,97.08,0.605,28.11,16.96,1035.99,330.64,287.93,646.98,1
2495.11,8.35,52.64,73.82,40.48,623.23,12.97,0.871,474.11,26.13,1044.04,269.43,368.27,813.37,1
1026.11,9.75,50.21,50.97,33.48,1706.59,89.6,0.649,100.4,25.86,479.31,160.94,114.86,271.01,1
